time,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
1598992510865829120,624185.731942,4844693.32477,197.293461371,-0.0104258342364,-0.00131376655234,-0.9404598475,0.339742330654,-9.34728813171,11.6682043076,-0.0156315136701,-0.00679038042527,-0.0180477204782,0.00114653935314
1598992510875854437,624185.636217,4844693.43991,197.293101693,-0.0105656849405,-0.00133329200841,-0.940456746486,0.339746518192,-9.35087585449,11.6764154434,-0.0116240466014,-0.0040620041377,-0.0245496951216,-0.000509451110715
1598992510885938803,624185.540425,4844693.55506,197.292754325,-0.0107614711299,-0.00136133053245,-0.940455521567,0.339743652586,-9.35864925385,11.6735754013,-0.0118633797392,-0.00828360756639,-0.0319366735653,-0.00261603874324
1598992510895768548,624185.444577,4844693.67023,197.292414073,-0.0109691702643,-0.00139303744527,-0.940460454661,0.339723225536,-9.36332130432,11.6809139252,-0.0107172708958,-0.00537283751352,-0.0455176341529,0.001976958364
1598992510905898117,624185.348682,4844693.78547,197.292102104,-0.0111111176991,-0.00135503529945,-0.940466842015,0.339701083328,-9.36640167236,11.6879720688,-0.00663046352565,-0.0132852394351,-0.0325896619392,0.00278256433367
1598992510915810764,624185.252774,4844693.9008,197.291810569,-0.0111707791819,-0.00125286250315,-0.94047186049,0.339685624739,-9.3676738739,11.6984672546,-0.0057431794703,-0.0231704252677,-0.0121637063584,0.00181856477757
1598992510925738389,624185.15683,4844694.01624,197.291537138,-0.0111719033862,-0.00109955119673,-0.940482016403,0.339657999146,-9.37176609039,11.7088336945,-0.00259440694936,-0.0300192079834,0.00655825680794,0.00669294149874
1598992510935782958,624185.060837,4844694.13178,197.291316499,-0.0111533491351,-0.00098060376067,-0.940492922432,0.339628773921,-9.37792491913,11.718919754,0.00425674533471,-0.0276128130731,0.0208690358863,0.0026157362768
1598992510945832124,624184.964793,4844694.2474,197.291151545,-0.0111950117209,-0.00100953954918,-0.940499898855,0.339607998723,-9.37980461121,11.7253646851,0.00768682640046,-0.00436887519668,-0.00771527598605,0.00559211814052
1598992510955932216,624184.868726,4844694.36311,197.291003214,-0.0112661419899,-0.00116018983447,-0.940501718535,0.339600125792,-9.38483524323,11.7363710403,0.00834216922522,0.0187670527722,-0.0194076470441,0.00104653817436
1598992510965719918,624184.77258,4844694.47889,197.290867192,-0.0114339574306,-0.00138113974907,-0.940503644974,0.339588355014,-9.39347267151,11.7400922775,0.0102340085432,0.0291682073407,-0.0436783968475,0.00480134759057
1598992510975782916,624184.67634,4844694.59471,197.29077723,-0.0116612552367,-0.00161138342871,-0.940504159994,0.339578184817,-9.40295219421,11.7452917099,0.0177466850728,0.0301563774243,-0.0580023710568,0.00132878539623
1598992510985887223,624184.580034,4844694.7106,197.290763034,-0.0118220976758,-0.00178400426065,-0.940505049096,0.339569297731,-9.4069442749,11.7533216476,0.0240433067083,0.020929366888,-0.0460264185956,0.000914615602935
1598992510995786065,624184.48367,4844694.82657,197.290800467,-0.0118499127011,-0.00184693562207,-0.940506794104,0.339563158546,-9.41355133057,11.7604942322,0.0287941209972,0.0104649747273,-0.0155789087702,-0.000796960318882
1598992511006231701,624184.387258,4844694.94254,197.290839739,-0.0118351870691,-0.00185259736609,-0.940512580775,0.339547613206,-9.41755962372,11.7543840408,0.0250006094575,-0.00274379193312,-0.00135695053539,0.00146343653743
1598992511015785853,624184.290736,4844695.05826,197.290864055,-0.0118084258197,-0.00188322063573,-0.940518833179,0.339531057483,-9.42568969727,11.7595748901,0.0143502345309,0.00898685166263,-0.00430190189675,0.00208408011773
1598992511026198711,624184.194142,4844695.17407,197.290827969,-0.0116973189229,-0.00193304461255,-0.940526321032,0.339513881181,-9.43150901794,11.766957283,0.0156529638916,0.016867228552,0.0224908240082,0.00483687478369
1598992511036018213,624184.097487,4844695.2899,197.290823585,-0.0115590299802,-0.00203064570448,-0.940530807035,0.339505620459,-9.43820667267,11.7693548203,0.0207453202456,0.0238692158512,0.0278463993485,0.00388487947822
1598992511045891882,624184.000736,4844695.40578,197.290854541,-0.0115220443069,-0.00219616098229,-0.940539550748,0.339481623731,-9.44896793365,11.7752771378,0.0220450237393,0.0323532002822,0.00474484592327,0.00683887856528
1598992511056035760,624183.903942,4844695.52174,197.290858208,-0.0115358017561,-0.00236132367251,-0.940546003364,0.339462170182,-9.44657802582,11.7852478027,0.0147662423551,0.0328291903928,-0.0146783171551,0.00567929869536
1598992511065827551,624183.807146,4844695.63775,197.290775275,-0.0115878031183,-0.0025299573673,-0.940547140119,0.339456034485,-9.45201683044,11.7870540619,0.00560183776543,0.0293919898542,-0.0258062993596,0.000472128429473
1598992511075957102,624183.710288,4844695.75381,197.290624033,-0.0116559710441,-0.00266993530644,-0.940553059768,0.339436226036,-9.45629501343,11.7959299088,0.002491887426,0.0222519946345,-0.0223363232143,0.00329613882529
1598992511086010030,624183.613427,4844695.86997,197.290478652,-0.0116873970343,-0.00277851075181,-0.940560220793,0.339414430587,-9.45348739624,11.8022279739,0.00633798679337,0.0172307926929,-0.0180379416836,0.00563894764366
1598992511096015757,624183.516564,4844695.98614,197.290377827,-0.0116539882968,-0.00287752780741,-0.94056725777,0.339395253357,-9.45746612549,11.803024292,0.00992235355079,0.0175083845844,0.000278401567844,0.00370696341257
1598992511106049977,624183.419658,4844696.10236,197.290272341,-0.011592057516,-0.00300167398065,-0.940576539083,0.339370576631,-9.46054458618,11.8119649887,0.00540702464059,0.0265605585951,0.00444277999752,0.00411557086624
1598992511115922559,624183.322748,4844696.21865,197.290094762,-0.0115458668521,-0.00312168743128,-0.940583553746,0.339351626561,-9.45779800415,11.8132352829,-0.00462947459891,0.0253703586145,0.00278317264752,0.0064493746111
1598992511125861963,624183.225851,4844696.33495,197.28981671,-0.011511675313,-0.00327467732371,-0.940590127436,0.339333125393,-9.45983409882,11.8173999786,-0.0127529837191,0.0320195394871,-0.00227162491512,0.00535658806968
1598992511135838948,624183.128936,4844696.45131,197.289513544,-0.0115602310522,-0.00341996932472,-0.940591170292,0.339327150751,-9.45934772491,11.825138092,-0.00980955269188,0.0285763447555,-0.0188603944878,0.00149141299267
1598992511145812082,624183.032028,4844696.56773,197.289261419,-0.0116675334398,-0.00352636598406,-0.940592730135,0.339318065277,-9.45960712433,11.8282499313,-0.00436677737162,0.0154037663972,-0.0249263888548,0.000974429771895
1598992511155910886,624182.935108,4844696.6842,197.289001005,-0.0118126556989,-0.00361889962255,-0.940597640261,0.339298458389,-9.46098423004,11.8361492157,-0.0117515483871,0.0101259636832,-0.0345551663699,0.00385063523175
1598992511165791973,624182.838161,4844696.80075,197.288639493,-0.0119466720265,-0.00366046321964,-0.940596601267,0.33929620057,-9.46530342102,11.8430233002,-0.0237673278898,0.00048316939731,-0.0295007799848,-0.000527740122431
1598992511175798645,624182.741145,4844696.91731,197.288194161,-0.012054975884,-0.00370860037985,-0.940597984756,0.339288011743,-9.47516822815,11.8390197754,-0.0261894352734,-0.00292523590699,-0.0241003948786,0.00162106069397
1598992511185799305,624182.64403,4844697.03384,197.287769413,-0.0121012574531,-0.00378827940373,-0.940604694193,0.339266882806,-9.48424434662,11.8375434875,-0.0211101975292,0.00979231641195,-0.014019624831,0.0017374687916
1598992511195834976,624182.546843,4844697.15035,197.287379649,-0.0121330626321,-0.00390349037901,-0.940612072529,0.339243983834,-9.48853302002,11.8364009857,-0.0210501141846,0.0161190904257,-0.0153040278935,0.00594386658476
1598992511205768938,624182.449658,4844697.26684,197.286939912,-0.0120382110639,-0.00401050628811,-0.940622766995,0.339216461163,-9.48534297943,11.8297052383,-0.0306316949427,0.0237118604815,0.00543070665162,0.00699347662701
1598992511215740278,624182.352455,4844697.38323,197.286398561,-0.0118521255271,-0.00408641651955,-0.940631523118,0.339197827287,-9.49518680573,11.82102108,-0.0408595614135,0.0289534546077,0.0292182289961,0.00451068956502
1598992511225851353,624182.255098,4844697.49958,197.285787318,-0.0117379095777,-0.00408193508105,-0.940643101295,0.339169744039,-9.51088047028,11.8194942474,-0.0437058880925,0.0174803007185,0.0231550309482,0.00516828801645
1598992511235898510,624182.157693,4844697.61593,197.285168668,-0.0116621235608,-0.00394244122475,-0.940655369175,0.339139983595,-9.50660228729,11.823884964,-0.0425410866737,-0.015478605385,0.0211468368776,0.00746687587716
1598992511245831893,624182.060289,4844697.73237,197.284584762,-0.0115670063124,-0.00365839881701,-0.940653592904,0.339151350637,-9.51329803467,11.8336420059,-0.0369218438864,-0.0391397295268,0.0353480164741,-0.00129091896459
1598992511255909016,624181.962823,4844697.84884,197.284033408,-0.0115200057041,-0.00330456691154,-0.940658820674,0.339142082901,-9.51486492157,11.8315067291,-0.0385939218104,-0.0663310370202,0.0348398437263,-0.00233415016387
1598992511265827442,624181.865343,4844697.9653,197.283413656,-0.011478903022,-0.0031277360602,-0.940664518167,0.339129350416,-9.51911640167,11.8357505798,-0.0490910299122,-0.0393498945487,0.0231815085951,-0.00249018539631
1598992511275924586,624181.767829,4844698.08187,197.28268877,-0.0114552773603,-0.00305830640826,-0.94066304834,0.339134859415,-9.51947593689,11.8484373093,-0.058954872191,-0.0138763561271,0.0108291526436,-0.00308539721861
1598992511285847216,624181.670337,4844698.1985,197.281918063,-0.011405321313,-0.0031099539208,-0.940664600504,0.339131768182,-9.51606559753,11.8515872955,-0.0565502382815,0.00629279270242,0.00206478104235,0.00164018460929
1598992511295821606,624181.572837,4844698.31522,197.281218667,-0.01128515324,-0.0032333916384,-0.940662215678,0.339141248584,-9.5224237442,11.8629331589,-0.0462756901979,0.0303495315048,0.0188507259647,-0.000119004289578
1598992511305881542,624181.475245,4844698.43201,197.280606888,-0.0112272205608,-0.0033243868695,-0.940668994549,0.339123488813,-9.52948474884,11.8665380478,-0.0412065498531,0.0270311454015,0.00806793729118,0.0024753983504
1598992511315793221,624181.377671,4844698.54885,197.279984299,-0.0111986549254,-0.00331043908923,-0.940675258898,0.339107193108,-9.52210330963,11.8737840652,-0.047694336623,0.00448720381316,0.00452154038602,0.0014178072773
1598992511325766019,624181.280091,4844698.66575,197.279289197,-0.0111734892251,-0.00316421419334,-0.940679408401,0.339097908423,-9.53083133698,11.8792304993,-0.0539404936135,-0.0187371317413,0.0153287172693,-0.000482192460617
1598992511335872217,624181.182437,4844698.7827,197.278567659,-0.0112403087035,-0.00292618346035,-0.940680825606,0.339093906237,-9.53314399719,11.8819265366,-0.0529798641801,-0.0448102527943,0.00579835864085,-0.00493099880288
1598992511345855178,624181.084782,4844698.89968,197.277878489,-0.011295659356,-0.00268094956723,-0.940687087218,0.339076723664,-9.53501033783,11.8873195648,-0.049063000828,-0.0539262282385,0.00135199820009,0.00223335965951
1598992511355825414,624180.987048,4844699.01671,197.277199028,-0.0113182573882,-0.00252394523704,-0.940687921175,0.339074861505,-9.54694366455,11.8913059235,-0.0514637827873,-0.0382862696213,0.00702720826699,-0.00176265165847
1598992511365778351,624180.889222,4844699.1338,197.276472795,-0.0113409027007,-0.00247067053839,-0.940693766543,0.339058280093,-9.55331420898,11.8982343674,-0.0567692294717,-0.0161343276603,0.00387022819111,0.00200572622541
1598992511375779470,624180.79135,4844699.25095,197.275742679,-0.0113219760774,-0.00250678806905,-0.940696824072,0.339050164507,-9.55596733093,11.9060668945,-0.0517331920564,0.00403881331012,-0.00406954525283,0.00351972004132
1598992511385870978,624180.693398,4844699.36821,197.275100842,-0.0111996883874,-0.00259342600454,-0.940697546902,0.339051568902,-9.57059574127,11.9191408157,-0.0405327342451,0.0228735618687,0.0145963989441,0.00104013078823
1598992511395790585,624180.59532,4844699.48553,197.274559764,-0.0110853027407,-0.00267203034,-0.940694613911,0.339062855051,-9.57650661469,11.9169340134,-0.0329163968563,0.0253131630689,0.0154193812597,-0.00157685690121
1598992511405833961,624180.49723,4844699.60283,197.274045789,-0.0109504902894,-0.00277884407171,-0.940698792422,0.339054784252,-9.57852363586,11.919216156,-0.0346377193928,0.0291727617622,0.0174991633891,0.00138773904427
1598992511415705528,624180.399037,4844699.72022,197.2734779,-0.0108335789203,-0.00280019957544,-0.94070634926,0.339037397513,-9.5936088562,11.9328355789,-0.0425099693239,0.0219339882332,0.0208671404647,0.006478532584
1598992511425791027,624180.300783,4844699.8377,197.272853186,-0.010812680115,-0.00269981569364,-0.940709421137,0.339030355468,-9.58962917328,11.9385623932,-0.0453288182616,-0.0139315095691,0.00827517179558,0.00140334194333
1598992511435928019,624180.202564,4844699.95528,197.272253918,-0.0107414903757,-0.00257052811924,-0.940716875661,0.339012938716,-9.5891418457,11.950761795,-0.037687022239,-0.0226786808948,0.0193259566583,0.00400212280454
1598992511445965175,624180.104277,4844700.07296,197.271753908,-0.0106876740821,-0.00247729670589,-0.940717160186,0.339014544165,-9.60095310211,11.9570388794,-0.0265167877078,-0.0166794881787,0.0189651690708,-0.00210547591232
1598992511455896290,624180.005921,4844700.19063,197.271324426,-0.0106985129921,-0.0025238093212,-0.940726609825,0.33898763661,-9.60079669952,11.9521055222,-0.0248455889523,-0.00257792016955,0.00196321876743,0.00307010094717
1598992511465830877,624179.907581,4844700.30833,197.270843735,-0.0106440574058,-0.00272001056578,-0.940737152923,0.338958573715,-9.60248088837,11.963259697,-0.0356977656484,0.0352919694168,-0.00929275628542,0.00548610404333
1598992511475789719,624179.809159,4844700.42613,197.270250714,-0.010583016765,-0.00290472884066,-0.940739899018,0.338951330875,-9.61309146881,11.9696302414,-0.0453908108175,0.0426163448495,0.00256439084308,0.00269453073504
1598992511485814493,624179.710677,4844700.54396,197.269621075,-0.0105203602886,-0.0030544192717,-0.94074624033,0.338934365102,-9.61435031891,11.9711513519,-0.0431002750993,0.0322551689063,-0.00493760781163,0.00334794459057
1598992511495878951,624179.612181,4844700.66184,197.269064418,-0.010400168256,-0.00314552976535,-0.940762679549,0.338891609382,-9.62006855011,11.9820146561,-0.0314255170524,0.0299869754119,0.0129405296424,0.0117227336952
1598992511505879287,624179.513598,4844700.77981,197.268611233,-0.0102743247273,-0.00310492922931,-0.940769144893,0.338877874291,-9.6260766983,11.9840135574,-0.0253123734146,0.00759523920141,0.0273174830724,0.00313215962258
1598992511515850763,624179.415013,4844700.89777,197.268134327,-0.0101683661839,-0.0030561504434,-0.940784613011,0.338838569522,-9.62365913391,11.986240387,-0.0359503515065,-0.00501151365277,0.0236910961473,0.00988813091425
1598992511525910595,624179.316413,4844701.01583,197.267528915,-0.0100437224351,-0.00299112325106,-0.940789605908,0.338829004421,-9.62908172607,12.0008935928,-0.0477958470583,-0.000559518181607,0.0286826860262,0.0060705342244
1598992511535930937,624179.217754,4844701.13395,197.266877962,-0.00998887428757,-0.00294664185149,-0.940795086227,0.338815798664,-9.63390827179,11.9964857101,-0.0454368554056,-0.0076526870191,0.0124447333115,0.00285333159786
1598992511545912752,624179.119065,4844701.25204,197.266285413,-0.00995575683053,-0.00304169748354,-0.940802933993,0.338794141585,-9.63520240784,12.0005693436,-0.037506211549,0.0131376618197,0.00430235676675,0.00278332739174
1598992511555789331,624179.020352,4844701.37022,197.265746275,-0.00993374288572,-0.00318451697477,-0.94080639024,0.338783877551,-9.63933181763,12.0098581314,-0.0357682257891,0.0285800128438,-0.00736122328329,0.00317253902238
1598992511565767410,624178.921603,4844701.48843,197.265178115,-0.00990087069944,-0.00331503273498,-0.940803466302,0.33879170756,-9.64196777344,12.0074920654,-0.0426028855145,0.026056415959,-0.00704403767657,-0.000902236845278
1598992511575792996,624178.822828,4844701.60662,197.26453698,-0.00982820790754,-0.00340636017738,-0.940810365623,0.338773757803,-9.64474773407,12.0077705383,-0.049289252609,0.0251324176546,0.00495111503178,0.00720655240075
1598992511585892331,624178.724017,4844701.72484,197.263866519,-0.00973945077083,-0.00341132865552,-0.94081284153,0.338769395234,-9.64894676208,12.0114192963,-0.0482012145221,0.0121368552447,0.0138654818994,-0.00075542079253
1598992511595967898,624178.625187,4844701.84308,197.263219464,-0.00959575224673,-0.00332866043476,-0.940821102107,0.338751376954,-9.64793491364,12.0148773193,-0.0457818284631,-0.00305229547864,0.0254110508837,0.00320816400345
1598992511605878535,624178.526354,4844701.9614,197.262595609,-0.00946040159292,-0.00315304829237,-0.940830232778,0.338731504557,-9.65051651001,12.0240030289,-0.0436376854777,-0.019416233658,0.0354186276937,0.00357814807915
1598992511615840656,624178.427482,4844702.0798,197.261973274,-0.00934877050422,-0.00291987887653,-0.940837780926,0.338715728569,-9.65451335907,12.0317802429,-0.0461867004633,-0.0363215724613,0.0412130295638,0.0023491283644
1598992511626634117,624178.328573,4844702.19825,197.261288039,-0.00929220895112,-0.00276565052081,-0.94084914014,0.338687025921,-9.65790367126,12.03540802,-0.0553823187947,-0.0307029725127,0.0258548916465,0.00361809887647
1598992511635815534,624178.229645,4844702.31674,197.260530763,-0.00926662003683,-0.00272365523875,-0.940853124444,0.338676999041,-9.65903759003,12.0393514633,-0.0591111965477,-0.0126810149971,0.00978634822634,0.00352928531493
1598992511645816014,624178.130681,4844702.43526,197.259782325,-0.00927337282333,-0.00282024139089,-0.940855434517,0.338669606157,-9.66364002228,12.0419206619,-0.0549435168505,0.0111109223691,-0.00612680806659,0.00500967908848
1598992511655759342,624178.031717,4844702.55383,197.259071126,-0.00927193737355,-0.00297568347125,-0.9408603447,0.338654674051,-9.65866661072,12.0486154556,-0.0517226830125,0.0305074631992,-0.0130598018085,0.00398589520695
1598992511665727822,624177.932779,4844702.67246,197.258379913,-0.00924436317704,-0.00305437943659,-0.940862634163,0.338648366529,-9.66111755371,12.0532159805,-0.052060380578,0.0211684813032,-0.00289284104904,0.000214920643482
1598992511675775923,624177.8338,4844702.79115,197.257660502,-0.00919453263546,-0.00298901667898,-0.940865971564,0.338641033991,-9.66343307495,12.0613021851,-0.0565481111407,-0.00109145964221,0.0139695074683,0.00264171848211
1598992511685904189,624177.734829,4844702.9099,197.256906348,-0.00914135313783,-0.00279554226197,-0.940868073444,0.338638286348,-9.66114330292,12.0679636002,-0.0570632070303,-0.0263153854885,0.0218002954659,0.000648512299744
1598992511695785468,624177.635858,4844703.02875,197.256194608,-0.00911748665974,-0.0025199776344,-0.940871278075,0.33863218873,-9.66387844086,12.0778007507,-0.0498219281435,-0.0461973186362,0.021193517098,0.00329928182351
1598992511705801334,624177.536855,4844703.14767,197.255537184,-0.00914508555082,-0.00225974634681,-0.940879626609,0.338610084298,-9.66534328461,12.0833435059,-0.0473693758249,-0.0531880873693,0.0158103593151,0.00269805422199
1598992511715764322,624177.437859,4844703.26666,197.254862527,-0.00921030399224,-0.00214170461394,-0.940879157544,0.338610387173,-9.66405200958,12.0925216675,-0.0526654571295,-0.0372765279328,-0.000976767840079,0.0030148307318
1598992511725825375,624177.338818,4844703.38575,197.254121489,-0.00928965051392,-0.00216980916277,-0.940879242929,0.338607803436,-9.6738910675,12.1012191772,-0.0591955557466,-0.00566021964287,-0.012342728,-0.00193796086912
1598992511735806769,624177.239678,4844703.50488,197.253355567,-0.00940321037616,-0.00230459306602,-0.940883545725,0.338591821917,-9.68220615387,12.1031866074,-0.0571799725294,0.0128545168213,-0.028205087616,0.00288723436674
1598992511745918698,624177.140476,4844703.62405,197.252670593,-0.00951786635446,-0.00249441510263,-0.940888225174,0.338574269315,-9.68608760834,12.1083040237,-0.0444184988737,0.02740645762,-0.0352140802772,0.00503124757242
1598992511755751477,624177.041247,4844703.7433,197.252097016,-0.00952598262238,-0.00261350143086,-0.940896667132,0.338549681797,-9.6874628067,12.1201028824,-0.0366898030043,0.0260456405596,-0.0197877342271,0.00595226750561
1598992511765697297,624176.942003,4844703.86263,197.251526393,-0.00945742718432,-0.00256413051194,-0.940905610093,0.338527126241,-9.69071865082,12.1217298508,-0.0431764163077,0.000913304568262,0.0112275750666,0.00321368278063
1598992511775865385,624176.842694,4844703.98197,197.250890911,-0.00937799156081,-0.00245567492065,-0.940913355268,0.338508612613,-9.69838047028,12.1245651245,-0.0484551414847,-0.00976305805037,0.0209083549631,0.00384726986998
1598992511785936527,624176.743324,4844704.10135,197.250221942,-0.00930851354364,-0.00227321219135,-0.940929231553,0.338467672445,-9.70270824432,12.1278276443,-0.0489329136908,-0.0253254073681,0.0317531359931,0.0101852387831
1598992511795820719,624176.643916,4844704.22077,197.249583438,-0.00931154745131,-0.00211128089502,-0.94093573131,0.33845056821,-9.70592021942,12.1359043121,-0.0431192442775,-0.0322785797568,0.0139616032894,0.00588722967881
1598992511805905385,624176.544465,4844704.34029,197.249011051,-0.00933036158441,-0.00203053457999,-0.940944556553,0.338426007831,-9.71210384369,12.1431207657,-0.0365760400891,-0.0211410091321,0.00228485099493,0.00609721472928
1598992511815920706,624176.444941,4844704.45985,197.248469828,-0.00939911748029,-0.00207301613809,-0.940943040741,0.338428062188,-9.71949386597,12.1484165192,-0.0375333279371,-0.00387865798021,-0.015323894451,-0.00268556675327
1598992511825931593,624176.345357,4844704.57947,197.247890002,-0.00949378335001,-0.00221602540017,-0.940946814689,0.338414020449,-9.72311687469,12.1542243958,-0.043355025351,0.0152196785077,-0.0277018646027,0.00499842203139
1598992511835888726,624176.245784,4844704.69918,197.247255863,-0.009537151334,-0.00239495181496,-0.940953204094,0.338393815924,-9.71930408478,12.1685943604,-0.0470151118934,0.0293372223625,-0.0244214847211,0.00654643695001
1598992511845916697,624176.146197,4844704.81904,197.24663772,-0.00950386760536,-0.00247014632035,-0.94095568308,0.338387318553,-9.7247428894,12.1799497604,-0.0414880290627,0.0251416222052,-0.00785114245458,0.00284606538129
1598992511855932202,624176.046553,4844704.93893,197.246100841,-0.0094411845124,-0.00247081100422,-0.940962465371,0.338370208338,-9.73017215729,12.1770038605,-0.0309097636491,0.00435687926843,0.0127771967244,0.000990872190883
1598992511866085127,624175.946862,4844705.05884,197.245636531,-0.00940297568676,-0.0024738569439,-0.940972860221,0.338342342027,-9.73369026184,12.185254097,-0.0286198686808,0.00426768365771,0.00765800918009,0.00626245607269
1598992511875747909,624175.847152,4844705.17885,197.245138826,-0.00938087440588,-0.00240778916514,-0.940983348275,0.338314262212,-9.73562145233,12.1958656311,-0.0367248430848,-0.0070862867507,0.0128951966069,0.00805085040801
1598992511885723171,624175.747384,4844705.29893,197.244556931,-0.00939647218528,-0.00233398490533,-0.940990777395,0.338293682594,-9.74338436127,12.199719429,-0.0434768237174,-0.0170058596106,0.00402883035715,0.00321525466985
1598992511895808061,624175.647576,4844705.41907,197.243959079,-0.00949227368807,-0.00234298772904,-0.940996485981,0.338275066359,-9.74286174774,12.2067651749,-0.0404335930943,-0.00841868496942,-0.0174791043766,0.00609524076515
1598992511905902345,624175.547784,4844705.53925,197.24340902,-0.00955480027315,-0.00243444900475,-0.941005103044,0.338248688534,-9.74275684357,12.2086610794,-0.035594843328,0.00703405966501,-0.0192800961921,0.00681104489085
1598992511915961041,624175.447901,4844705.65945,197.24287236,-0.00959231553801,-0.00260750697074,-0.94100672982,0.338241811171,-9.75924682617,12.2119827271,-0.0375991910696,0.0288659884912,-0.01537151406,-0.000163923725605
1598992511925814062,624175.347917,4844705.77969,197.242292828,-0.00964821803828,-0.00275136941671,-0.941019905528,0.338202423492,-9.76019287109,12.2147483826,-0.0427854806185,0.0266851820506,-0.0211567155407,0.00562728018928
1598992511935835535,624175.247944,4844705.89998,197.241688309,-0.00964571634205,-0.00281879537614,-0.941022145382,0.338195707319,-9.76010513306,12.2249746323,-0.0428509227931,0.0165919939742,-0.0116719484616,0.00389249887573
1598992511945852160,624175.147934,4844706.02038,197.241099922,-0.00954875551523,-0.00277529595918,-0.941026460158,0.338186812698,-9.76669692993,12.2330684662,-0.0400467887521,0.00330802968351,0.0181679663626,-0.00106068400702
1598992511955950380,624175.047858,4844706.14081,197.240541967,-0.00947350774657,-0.00269165056561,-0.941028881391,0.338182867774,-9.77189064026,12.2346277237,-0.0376418940723,-0.00942152532562,0.0192783672179,8.89026613749e-05
1598992511965774556,624174.947755,4844706.2613,197.239980337,-0.00942140773572,-0.00261915066031,-0.941036082629,0.338164853757,-9.77323150635,12.2427816391,-0.0403418131173,-0.0131735063035,0.0213427664712,0.000945289809147
1598992511975896947,624174.847633,4844706.38187,197.239380553,-0.00939839462677,-0.00260749439211,-0.941038558208,0.338158695166,-9.77431869507,12.2533369064,-0.0458910502493,-0.00386272842779,0.00708561263805,0.000294884363371
1598992511985816612,624174.7475,4844706.50255,197.238723416,-0.00941918875554,-0.00269070631095,-0.941039094178,0.338155973201,-9.77640628815,12.2611646652,-0.0502095334232,0.0100704346938,-0.00515635424596,0.0011332816743
1598992511995904460,624174.647341,4844706.62329,197.238044313,-0.00946585075673,-0.00284252401867,-0.941037412529,0.338158107913,-9.77879714966,12.2689189911,-0.0506124012172,0.0202591990445,-0.0143539378925,0.000144695845575
1598992512006160004,624174.547149,4844706.74411,197.237370358,-0.0095544603934,-0.00304049451797,-0.941042571239,0.338139537462,-9.78286647797,12.2743015289,-0.0496741645038,0.0303349590202,-0.0290433113273,0.00308270596949
1598992512015881328,624174.446879,4844706.86516,197.236565426,-0.00963261526197,-0.00321268885576,-0.941041469323,0.338138794532,-9.78605937958,12.2824478149,-0.0498262085021,0.0285574134252,-0.0264584450927,0.0010529057041
1598992512026254652,624174.346561,4844706.9863,197.235760477,-0.00966918294951,-0.00329758855916,-0.941046658695,0.338122491073,-9.7910118103,12.2916650772,-0.0515317730606,0.0167386322011,-0.0166604840276,0.00115652334641
1598992512036041054,624174.246198,4844707.10752,197.234897732,-0.00968409911168,-0.00329446073505,-0.94105279529,0.33810501509,-9.79538154602,12.2976531982,-0.0594483949244,0.00151586492065,0.000349067338024,0.00269732549374
